#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
#15binflag=1:binary,23/24bin_starttype0/1:na if not binary, 14 if black holes, 16-17 mass
#rv=2 case
1722431 0.15337783 148.41921 0.0091013769 0.5033069 1.2832121 0.0091013769 0.0091013769 202.07427 -0.0030471091 -0.6619647 0.30801887 0.011678997 0 1 30.550142 58.940546 4008883 5554468 0.10892655 0.56782028 na 14 14 0.000129533 0.000249908 1.38804 1e-10 1e-10 30.5501 58.9405 0.000129533 0.000249908 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.9446 30.8519 4.08451 4.18581 na 0 0.680703 na na na
1735476 0.15473158 159.63759 0.0041340383 1.6018162 1.2565309 0.0041340383 0.0041340383 202.02812 -0.0030457174 -0.71237533 1.3756339 0.005194547 0 1 65.869669 30.385236 10547604 12059730 0.042747466 0.80553526 na 14 14 0.000279287 0.000128833 0.329037 1e-10 1e-10 65.8697 30.3852 0.000279287 0.000128833 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 136.064 0 0 0 0 0 0 0 0 37.0713 30.3852 4.00293 0 na 0.685761 0 na na na
1794603 0.16171762 189.49564 0.0069080923 -1.38275 0.76372042 0.0069080923 0.0069080923 201.7917 -0.0030385932 -0.66110548 0.59522616 0.0052758511 0 1 72.384383 41.873699 6817072 8174431 0.039621481 0.29319527 na 14 14 0.00030691 0.000177544 0.26949 1e-10 1e-10 72.3844 41.8737 0.00030691 0.000177544 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 39.865 46.5263 3.93648 3.82414 na 0.684727 0 na na na
1799571 0.16260436 102.30085 0.0018241807 -0.3086804 1.5238986 0.0018241807 0.0018241807 201.76334 -0.0030377393 -0.71537864 0.49379164 0.0027798665 0 1 34.021557 27.66165 10214093 11060313 0.096153783 0.40677973 na 14 14 0.000144251 0.000117285 1.38662 1e-10 1e-10 34.0216 27.6617 0.000144251 0.000117285 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 37.8017 30.7352 4.38774 4.19787 na 0 0 na na na
1814417 0.16550802 134.78634 0.012527599 -0.3276246 1.2907378 0.012527599 0.012527599 201.66905 -0.0030349006 -0.66247673 0.25540717 0.016169846 0 1 41.171021 40.099606 10513492 11782402 0.058185624 0.39868399 na 14 14 0.000174565 0.000170022 0.568653 1e-10 1e-10 41.171 40.0996 0.000174565 0.000170022 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 45.7456 44.5551 3.77726 3.8196 na 0 0 na na na
1877123 0.17390441 126.90315 0.0038962377 -0.54881322 1.822764 0.0038962377 0.0038962377 201.4068 -0.0030270125 -0.67222522 1.1504424 0.007101922 0 1 36.627667 39.889719 9225458 12653548 0.067162573 0.90584528 na 14 14 0.000155301 0.000169132 0.726777 1e-10 1e-10 36.6277 39.8897 0.000155301 0.000169132 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 40.6974 44.3219 3.91993 3.86011 na 0 0 na na na
1892648 0.17591011 157.44891 0.0072130263 0.84189288 0.94608047 0.0072130263 0.0072130263 201.34474 -0.0030251474 -0.63699937 0.17079623 0.0068241034 0 1 53.456084 41.479142 8650764 13935719 0.15050449 0.36980441 na 14 14 0.000226654 0.000175872 2.18877 1e-10 1e-10 53.4561 41.4791 0.000226654 0.000175872 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.077 46.0879 4.30133 3.81668 na 0.681039 0 na na na
1893053 0.17599218 121.91991 0.0063437481 -0.20070384 1.1175381 0.0063437481 0.0063437481 201.33969 -0.0030249958 -0.62779537 0.020381375 0.0070893803 0 1 40.702662 32.810034 11088592 14188432 0.091438418 0.9561357 na 14 14 0.000172579 0.000139115 1.17788 1e-10 1e-10 40.7027 32.81 0.000172579 0.000139115 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 6.90687e+10 0 0 0 0 0 0 0 0 45.2252 36.2749 3.85799 5.70039 na 0 0 na na na
1914783 0.17911585 136.4136 0.007122922 -0.34777861 1.1388694 0.007122922 0.007122922 201.24864 -0.0030222604 -0.64467744 0.078380727 0.0081120779 0 1 41.479598 40.772195 8849693 10573528 0.19274906 0.666112 na 14 14 0.000175873 0.000172874 3.40805 1e-10 1e-10 41.4796 40.7722 0.000175873 0.000172874 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 46.0884 40.7722 3.77739 241.829 na 0 0 na na na
1918381 0.17949079 102.21892 0.009916722 -0.80458371 0.83852387 0.009916722 0.009916722 201.23628 -0.0030218891 -0.63992349 0.05292421 0.0083154081 0 1 34.372876 27.260935 7948928 11167171 0.091704266 0.39731608 na 14 14 0.000145741 0.000115586 1.29201 1e-10 1e-10 34.3729 27.2609 0.000145741 0.000115586 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 38.1921 30.2899 3.97396 4.2121 na 0 0 na na na
1926844 0.18087371 90.315795 0.0062069524 -0.072851554 1.1617555 0.0062069524 0.0062069524 201.19355 -0.003020606 -0.68581265 0.023317868 0.0072109611 0 1 22.472387 31.984327 11038918 11516626 0.10674039 0.39465891 na 14 14 9.52829e-05 0.000135614 1.72607 1e-10 1e-10 22.4724 31.9843 9.52829e-05 0.000135614 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.4724 35.5381 828.501 4.05049 na 0 0 na na na
1942227 0.18339391 89.338419 0.0072098057 1.0762961 0.44601441 0.0072098057 0.0072098057 201.11874 -0.0030183599 -0.62867047 0.060836124 0.0032156772 0 1 21.097698 32.769698 519787 11881227 0.22097967 0.4407585 na 14 14 8.94542e-05 0.000138944 5.16959 1e-10 1e-10 21.0977 32.7697 8.94542e-05 0.000138944 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 1.06811e+11 2e+08 0 0 0 0 0 0 0 0 23.3312 36.4108 4.36461 4.01797 na 0 0 na na na
1962314 0.18602254 105.1781 0.01775377 0.35545033 1.4476025 0.01775377 0.01775377 201.046 -0.0030161772 -0.62531743 0.5271288 0.025700403 0 1 35.007517 28.410557 1663349 10676472 0.075395233 0.82523729 na 14 14 0.000148432 0.000120461 0.94951 1e-10 1e-10 35.0075 28.4106 0.000148432 0.000120461 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 38.8972 31.5673 3.95742 4.18319 na 0 0 na na na
1969276 0.18773019 108.9614 0.0089090087 -0.50148789 1.0573631 0.0089090087 0.0089090087 200.99888 -0.0030147635 -0.61335667 0.081885498 0.0094200569 0 1 24.936619 40.762627 2422140 10719198 0.14970588 0.27003881 na 14 14 0.000105731 0.000172834 2.61017 1e-10 1e-10 24.9366 40.7626 0.000105731 0.000172834 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.7074 45.2918 4.31914 3.85174 na 0 0 na na na
1974021 0.18818423 229.85794 0.0047773659 -0.17112885 1.4430951 0.0047773659 0.0047773659 200.98353 -0.003014303 -0.62016256 0.44150233 0.0068941931 0 1 64.403588 74.191306 6436009 15816206 0.055642647 0.72543522 na 14 14 0.000273071 0.000314571 0.407219 1e-10 1e-10 64.4036 74.1913 0.000273071 0.000314571 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 38.0366 74.1913 3.97714 3.77399 na 0.686384 0.683632 na na na
2020158 0.19386406 118.14065 0.0064914175 -1.2798204 0.49386826 0.0064914175 0.0064914175 200.82695 -0.003009608 -0.67716819 0.29559094 0.003205905 0 1 30.45475 40.77921 7577820 11213145 0.13335185 0.69289691 na 14 14 0.000129128 0.000172904 2.10739 1e-10 1e-10 30.4547 40.7792 0.000129128 0.000172904 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.8386 45.3102 4.08577 3.71339 na 0 0 na na na
2026805 0.19478213 158.54006 0.0075377501 0.11717681 1.8629184 0.0075377501 0.0075377501 200.80178 -0.0030088539 -0.61279511 1.1367598 0.014042213 0 1 53.373885 42.219258 12049930 15311623 0.066381836 0.45415744 na 14 14 0.000226305 0.00017901 0.638926 1e-10 1e-10 53.3739 42.2193 0.000226305 0.00017901 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 53.3739 28.2161 4.26574 4.5557 na 0.683544 0.674585 na na na
2034849 0.19581396 83.060263 0.014195842 -0.87718192 1.1426297 0.014195842 0.014195842 200.77219 -0.003007967 -0.6277569 0.45150384 0.016220592 0 1 22.888468 27.193458 5947122 7279359 0.088379782 0.86278623 na 14 14 9.70471e-05 0.0001153 1.35606 1e-10 1e-10 22.8885 27.1935 9.70471e-05 0.0001153 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.4316 30.215 4.43891 4.21172 na 0 0 na na na
2054716 0.19886264 146.12016 0.014365794 0.6489788 0.99163086 0.014365794 0.014365794 200.69176 -0.0030055576 -0.5843025 0.1295364 0.014245564 0 1 64.46546 23.638993 6777899 9232800 0.084560771 0.79075488 na 14 14 0.000273334 0.000100229 0.956852 1e-10 1e-10 64.4655 23.639 0.000273334 0.000100229 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 43.0794 26.2655 3.87658 4.39213 na 0.674604 0 na na na
2063508 0.20005384 89.795042 0.0055974339 0.073846797 1.8687051 0.0055974339 0.0055974339 200.66059 -0.0030046239 -0.70860013 1.082673 0.010459953 0 1 20.107817 34.034904 3275719 12588499 0.036778109 0.79898544 na 14 14 8.52571e-05 0.000144308 0.35011 1e-10 1e-10 20.1078 34.0349 8.52571e-05 0.000144308 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.342 37.8166 4.6476 3.98674 na 0 0 na na na
2068352 0.20043086 109.93458 0.009033836 0.36877045 1.1091741 0.009033836 0.009033836 200.64877 -0.00300427 -0.66129002 0.059270959 0.010020097 0 1 32.291752 33.994285 11461766 11672438 0.16662424 0.83816174 na 14 14 0.000136917 0.000144136 3.05131 1e-10 1e-10 32.2918 33.9943 0.000136917 0.000144136 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 35.8797 37.7714 4.06293 3.9871 na 0 0 na na na
2074511 0.20147879 102.22457 0.0086247843 -0.34900282 1.0726002 0.0086247843 0.0086247843 200.62108 -0.003003441 -0.59803919 0.044432093 0.0092509449 0 1 32.80327 28.833943 1012565 9337482 0.13395483 0.76873895 na 14 14 0.000139086 0.000122256 2.2809 1e-10 1e-10 32.8033 28.8339 0.000139086 0.000122256 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 6.91372e+10 2e+08 0 0 0 0 0 0 0 0 36.3256 32.0377 3.61896 4.14354 na 0 0 na na na
2090130 0.20347569 71.704578 0.0028458845 -0.70152147 0.85420157 0.0028458845 0.0028458845 200.56843 -0.0030018649 -0.60528785 0.0097947393 0.002430959 0 1 16.929812 26.305103 3861722 10778936 0.13202556 0.88854499 na 14 14 7.17824e-05 0.000111534 2.66477 1e-10 1e-10 16.9298 26.3051 7.17824e-05 0.000111534 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.8948 29.2279 9.89141 4.27152 na 0 0 na na na
2090338 0.20351187 97.613934 0.013683522 0.49377166 0.98056156 0.013683522 0.013683522 200.56633 -0.0030018019 -0.588198 0.034288963 0.013417536 0 1 28.041252 30.815939 5647488 8816946 0.1637812 0.98292479 na 14 14 0.000118895 0.00013066 3.15563 1e-10 1e-10 28.0413 30.8159 0.000118895 0.00013066 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 7.3584e+10 0 0 0 0 0 0 0 0 31.1569 33.9964 4.17446 3.85859 na 0 0 na na na
2092974 0.20452899 101.04301 0.01643158 0.53931562 0.92101872 0.01643158 0.01643158 200.54082 -0.0030010384 -0.57455065 0.011753917 0.015133792 0 1 32.856561 28.068222 6040662 12811351 0.096225354 0.84760025 na 14 14 0.000139312 0.000119009 1.39678 1e-10 1e-10 32.8566 28.0682 0.000139312 0.000119009 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 6.90221e+10 2e+08 0 0 0 0 0 0 0 0 36.2735 28.0682 3.70904 4.1814 na 0 0 na na na
2093611 0.20470904 104.81832 0.021680466 0.38558171 1.5122356 0.021680466 0.021680466 200.53559 -0.0030008819 -0.60607931 0.65835082 0.032785973 0 1 28.365062 34.836081 4936862 15087907 0.09984243 0.68623755 na 14 14 0.000120268 0.000147705 1.44944 1e-10 1e-10 28.3651 34.8361 0.000120268 0.000147705 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.5167 1.48322 4.16238 1962.41 na 0 0 na na na
2104837 0.20644081 107.80084 0.0013442906 -0.6346704 1.3861258 0.0013442906 0.0013442906 200.49034 -0.0029995277 -0.63453008 0.52815509 0.0018633559 0 1 27.622222 37.377253 2172126 8169893 0.07152097 0.57205717 na 14 14 0.000117118 0.00015848 0.866534 1e-10 1e-10 27.6222 37.3773 0.000117118 0.00015848 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.6914 41.5303 4.19185 3.90406 na 0 0 na na na
2135195 0.21163362 88.482783 0.0099255915 0.96261923 2.1065275 0.0099255915 0.0099255915 200.36357 -0.0029957357 -0.6349321 2.0866261 0.020908532 0 1 19.943429 33.408054 5340499 6170587 0.026537338 0.41990426 na 14 14 8.45601e-05 0.00014165 0.216174 1e-10 1e-10 19.9434 33.4081 8.45601e-05 0.00014165 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.1594 37.1201 4.66613 3.99748 na 0 0 na na na
2135984 0.21172094 80.321831 0.0067180201 0.065310438 1.6980028 0.0067180201 0.0067180201 200.36026 -0.0029956367 -0.60784674 0.84479775 0.011407217 0 1 26.762283 21.668481 9939206 12803507 0.014376641 0.85153287 na 14 14 0.000113472 9.18744e-05 0.0904723 1e-10 1e-10 26.7623 21.6685 0.000113472 9.18744e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 185.077 0 0 0 0 0 0 0 0 29.7359 21.6685 4.22934 0 na 0 0 na na na
2136730 0.21190376 151.88379 0.0029226977 0.17717506 1.1479448 0.0029226977 0.0029226977 200.35447 -0.0029954636 -0.57679463 0.098201297 0.0033550955 0 1 26.096939 65.482743 2868406 5385542 0.12226677 0.81770106 na 14 14 0.000110651 0.000277647 1.63175 1e-10 1e-10 26.0969 65.4827 0.000110651 0.000277647 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.9966 30.6386 4.26155 4.19395 na 0 0.665328 na na na
2223028 0.22551395 102.96289 0.020472054 -0.015702203 1.0654964 0.020472054 0.020472054 200.03391 -0.0029858858 -0.57389348 0.026529895 0.021812899 0 1 31.414491 30.667901 7330231 13079671 0.057408272 0.93142958 na 14 14 0.000133197 0.000130032 0.637628 1e-10 1e-10 31.4145 30.6679 0.000133197 0.000130032 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.905 34.0754 4.05509 4.08642 na 0 0 na na na
2227503 0.2267198 84.127561 0.0084277954 -0.22253432 1.1921224 0.0084277954 0.0084277954 200.00513 -0.0029850269 -0.62003438 0.14400286 0.010046963 0 1 24.61939 26.106072 5072530 14087988 0.055020327 0.9080775 na 14 14 0.000104386 0.00011069 0.661854 1e-10 1e-10 24.6194 26.1061 0.000104386 0.00011069 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.3549 29.0067 4.33583 4.26392 na 0 0 na na na
2228269 0.22678206 134.1178 0.0074583983 0.39109934 1.1750599 0.0074583983 0.0074583983 200.00241 -0.0029849457 -0.63870897 0.15711091 0.0087640646 0 1 27.745648 53.121877 10200968 12586027 0.056714286 0.17894826 na 14 14 0.000117642 0.000225237 0.548582 1e-10 1e-10 27.7456 53.1219 0.000117642 0.000225237 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.8285 53.1219 6.22444 4.12376 na 0 0.684867 na na na
2234918 0.22722415 109.93636 0.003687823 -0.33614704 1.1772477 0.003687823 0.003687823 199.99056 -0.002984592 -0.63095739 0.12460137 0.0043414811 0 1 33.368159 32.918949 8504806 11918102 0.20712971 0.81616028 na 14 14 0.000141481 0.000139576 4.22902 1e-10 1e-10 33.3682 32.9189 0.000141481 0.000139576 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 37.0757 36.5766 4.00001 4.0123 na 0 0 na na na
2243241 0.22855408 150.68253 0.0045755226 0.95901927 0.89255904 0.0045755226 0.0045755226 199.9598 -0.0029836738 -0.64050792 0.23726573 0.004083924 0 1 53.592811 37.262562 3663602 11847857 0.12548986 0.46678058 na 14 14 0.000227234 0.000157993 1.70344 1e-10 1e-10 53.5928 37.2626 0.000227234 0.000157993 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.4344 37.2626 4.06834 613.252 na 0.680792 0 na na na
2259421 0.23129968 90.896065 0.00097521483 1.1165978 0.44025663 0.00097521483 0.00097521483 199.89443 -0.0029817235 -0.6255452 0.096898872 0.00042934479 0 1 28.002696 26.803897 6821757 12228614 0.16188908 0.78676113 na 14 14 0.000118731 0.000113649 3.21366 1e-10 1e-10 28.0027 26.8039 0.000118731 0.000113649 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.1141 3.05405 4.17618 318.824 na 0 0 na na na
2259852 0.23136781 84.336706 0.0090294565 -0.93672079 1.2848033 0.0090294565 0.0090294565 199.89141 -0.0029816334 -0.58506058 0.69418867 0.011601075 0 1 30.065998 20.785571 6725071 8749210 0.044172958 0.6088126 na 14 14 0.00012748 8.81308e-05 0.475524 1e-10 1e-10 30.066 20.7856 0.00012748 8.81308e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.4067 23.0951 4.09892 4.59335 na 0 0 na na na
2262431 0.23179483 139.89067 0.0036588417 -1.1246064 2.5592187 0.0036588417 0.0036588417 199.88005 -0.0029812943 -0.62928762 3.2959024 0.0093637759 0 1 67.786616 16.561711 15071269 6603081 1.511439 0.99057107 na 14 14 0.000287646 7.02217e-05 73.8989 1e-10 1e-10 67.7866 16.5617 0.000130814 7.02217e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 67.7866 21.0483 4.07398 10.3372 na 0.762641 0 na na na
2294966 0.23719239 99.015324 0.0014107406 -1.4227344 1.6395686 0.0014107406 0.0014107406 199.76755 -0.0029779395 -0.59177373 1.765365 0.002313006 0 1 29.426301 30.275871 6524981 10947008 0.027388539 0.013899394 na 14 14 0.000124768 0.00012837 0.214264 1e-10 1e-10 29.4263 30.2759 0.000124768 0.00012837 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 32.6959 33.6399 4.1216 4.10017 na 0 0 na na na
2330451 0.24218772 149.01073 0.0024091693 -0.24440042 1.1505519 0.0024091693 0.0024091693 199.65488 -0.0029745812 -0.6109621 0.082398519 0.0027718744 0 1 48.607465 41.239885 11295815 12328293 0.18510181 0.94545744 na 14 14 0.000206096 0.000174857 3.06869 1e-10 1e-10 48.6075 41.2399 0.000206096 0.000174857 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 29.4522 45.8221 4.25726 3.81341 na 0.685664 0 na na na
2346269 0.24517812 128.92438 0.0062227177 0.52532134 1.5443612 0.0062227177 0.0062227177 199.59147 -0.0029726922 -0.56772937 0.76833204 0.0096101241 0 1 45.670064 32.066041 3020284 7587182 0.026507766 0.83696601 na 14 14 0.000193641 0.00013596 0.178788 1e-10 1e-10 45.6701 32.066 0.000193641 0.00013596 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.6114 35.6289 4.70747 4.03535 na 0.667219 0 na na na
2347645 0.24573267 100.61277 0.020469994 0.68667075 1.3452811 0.020469994 0.020469994 199.57978 -0.0029723438 -0.55763017 0.61500656 0.027537895 0 1 31.479973 29.185391 11907782 14765424 0.090633808 0.78742438 na 14 14 0.000133475 0.000123746 1.27954 1e-10 1e-10 31.48 29.1854 0.000133475 0.000123746 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 1.92389 29.1854 1162.97 4.13041 na 0 0 na na na
2353575 0.24660439 73.72409 0.0032296208 0.61285275 0.9313671 0.0026918826 367.83194 199.56129 -0.0029717932 -0.63766658 -0.0038950259 0.0030079626 0 1 21.352995 23.099602 8621082 12863567 0.10501429 0.4561694 na 14 14 9.05367e-05 9.79423e-05 1.86429 1e-10 1e-10 21.353 23.0996 9.05367e-05 9.79423e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.7256 25.6662 4.54647 4.44255 na 0 0 na na na
2358441 0.24728102 85.27469 0.0097389693 0.30671865 1.1306435 0.0097389693 0.0097389693 199.54558 -0.0029713254 -0.59195688 0.11918375 0.011011303 0 1 23.043881 28.373253 8316990 8339337 0.10144874 0.24889347 na 14 14 9.77061e-05 0.000120303 1.64591 1e-10 1e-10 23.0439 28.3733 9.77061e-05 0.000120303 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.6043 31.5258 4.42928 4.16283 na 0 0 na na na
2379003 0.25051322 139.62053 0.012347883 -0.2237097 1.1600591 0.012347883 0.012347883 199.48046 -0.0029693864 -0.56836866 0.15148276 0.014324274 0 1 30.357157 53.828285 10574996 10773824 0.062868913 0.56053871 na 14 14 0.000128714 0.000228415 0.627517 1e-10 1e-10 30.3572 53.8283 0.000128714 0.000128358 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.3572 53.8283 493.227 4.10142 na 0 0.683701 na na na
2388203 0.25201324 73.458635 0.011782221 0.99515427 1.0121882 0.011782221 0.011782221 199.44833 -0.0029684298 -0.62158266 0.43511766 0.011925825 0 1 17.092459 27.200079 10391221 11503382 0.046902543 0.88350026 na 14 14 7.2472e-05 0.000115328 0.557467 1e-10 1e-10 17.0925 27.2001 7.2472e-05 0.000115328 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.3134 30.2223 18.3 4.21517 na 0 0 na na na
2388271 0.25202095 88.291751 0.0031605614 1.0420718 1.0580621 0.0031605614 0.0031605614 199.44689 -0.002968387 -0.62759338 0.48243463 0.0033440703 0 1 29.417067 23.819231 8661165 9508215 0.068085861 0.83327281 na 14 14 0.000124728 0.000100994 0.889348 1e-10 1e-10 29.4171 23.8192 0.000124728 0.000100994 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 32.6856 26.4658 4.1219 4.38451 na 0 0 na na na
2394507 0.25252338 96.634726 0.010320425 -0.52437348 0.98338902 0.010320425 0.010320425 199.43454 -0.0029680193 -0.56489724 0.069856401 0.010148992 0 1 30.355653 27.911117 6589992 12435719 0.11240132 0.62999144 na 14 14 0.000128708 0.000118343 1.80317 1e-10 1e-10 30.3557 27.9111 0.000128708 0.000118343 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.7285 27.9111 4.08913 1567.5 na 0 0 na na na
2398261 0.25325477 91.682136 0.010435452 -0.13968775 1.0703135 0.010435452 0.010435452 199.41992 -0.0029675841 -0.55418968 0.038782369 0.011169206 0 1 23.653473 31.627088 2430046 16992393 0.086950811 0.97209233 na 14 14 0.000100291 0.000134099 1.25955 1e-10 1e-10 23.6535 31.6271 0.000100291 0.000134099 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 26.2816 35.1412 4.39442 4.05334 na 0 0 na na na
